"id","date","vaccines","tests","confirmed","recovered","deaths","hosp","vent","icu","population","school_closing","workplace_closing","cancel_events","gatherings_restrictions","transport_closing","stay_home_restrictions","internal_movement_restrictions","international_movement_restrictions","information_campaigns","testing_policy","contact_tracing","stringency_index","iso_alpha_3","iso_alpha_2","iso_numeric","currency","administrative_area_level","administrative_area_level_1","administrative_area_level_2","administrative_area_level_3","latitude","longitude","key","key_apple_mobility","key_google_mobility"
"USA",2020-07-26,NA,59878572,4229037,1297863,148076,58731,NA,10353,326687501,3,2,2,4,1,1,2,3,2,3,1,67.13,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-07-27,NA,60656255,4285458,1325804,149208,58987,NA,10328,326687501,3,2,2,4,1,1,2,3,2,3,1,67.13,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-07-28,NA,61596755,4351764,1355363,150569,57185,NA,10463,326687501,3,2,2,4,1,1,2,3,2,3,1,67.13,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-07-29,NA,62611858,4423576,1389425,151991,57422,NA,10535,326687501,3,2,2,4,1,1,2,3,2,3,1,67.13,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-07-30,NA,63639091,4491150,1414155,153215,56571,NA,10519,326687501,3,2,2,4,1,1,2,3,2,3,1,67.13,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-07-31,NA,64611896,4559806,1438160,154478,55721,NA,10473,326687501,3,2,2,4,1,1,2,3,2,3,1,67.13,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-08-01,NA,65388245,4616171,1461885,155574,54554,NA,10450,326687501,3,2,2,4,1,1,2,3,2,3,1,67.13,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-08-02,NA,65994709,4662070,1468689,155988,54106,NA,10415,326687501,3,2,2,4,1,1,2,3,2,3,1,67.13,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-08-03,NA,66742351,4707671,1513446,156553,53517,NA,10233,326687501,3,2,2,4,1,1,2,3,2,3,1,67.13,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-08-04,NA,67600308,4766269,1528979,157910,53436,NA,10207,326687501,3,2,2,4,1,1,2,3,2,3,1,67.13,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-08-05,NA,68538739,4820373,1577851,159307,53435,NA,9988,326687501,3,2,2,4,1,1,2,3,2,3,1,67.13,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-08-06,NA,69502101,4880058,1598624,160533,53219,NA,9996,326687501,3,2,2,4,1,1,2,3,2,3,1,67.13,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-08-07,NA,70491926,4938874,1623870,161766,51327,NA,9698,326687501,3,2,2,4,1,1,2,3,2,3,1,67.13,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-08-08,NA,71283529,4993219,1643118,162845,50071,NA,9662,326687501,3,2,2,4,1,1,2,3,2,3,1,67.13,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-08-09,NA,71900165,5039240,1656864,163381,48997,NA,9307,326687501,3,2,2,4,1,1,2,3,2,3,1,67.13,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-08-10,NA,72660644,5087700,1670755,163934,48751,NA,9209,326687501,3,2,2,4,1,1,2,3,2,3,1,67.13,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-08-11,NA,73541206,5134709,1714960,164972,48600,NA,9135,326687501,3,2,2,4,1,1,2,3,2,3,1,67.13,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-08-12,NA,74536279,5191589,1753760,166484,48067,NA,9564,326687501,3,2,2,4,1,1,2,3,2,3,1,67.13,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-08-13,NA,75491646,5243537,1774648,167543,47303,NA,9480,326687501,3,2,2,4,1,1,2,3,2,3,1,67.13,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-08-14,NA,76435835,5309325,1796326,168875,45868,NA,9277,326687501,3,2,2,4,1,1,2,3,2,3,1,67.13,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-08-15,NA,77187052,5356189,1818527,169905,44922,NA,9087,326687501,3,2,2,4,1,1,2,3,2,3,1,67.13,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-08-16,NA,77740096,5395917,1833067,170482,44155,NA,8958,326687501,3,2,2,4,1,1,2,3,2,3,1,67.13,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-08-17,NA,78397981,5432544,1865580,170940,43614,NA,8881,326687501,3,2,2,4,1,1,2,3,2,3,1,67.13,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-08-18,NA,79277351,5477609,1898159,172242,43840,NA,8859,326687501,3,2,2,4,1,1,2,3,2,3,1,67.13,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-08-19,NA,80252842,5525022,1925049,173561,43406,NA,8747,326687501,3,2,2,4,1,1,2,3,2,3,1,67.13,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-08-20,NA,81225613,5568994,1947035,174644,42109,NA,8486,326687501,3,2,2,4,1,1,2,3,2,3,1,67.13,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-08-21,NA,82163824,5617797,1965056,175736,41049,NA,8358,326687501,3,2,2,4,1,1,2,3,2,3,1,67.13,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-08-22,NA,82939732,5661206,1985484,176706,40017,NA,8207,326687501,3,2,2,4,1,1,2,3,2,3,1,67.13,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-08-23,NA,83488580,5695539,1997761,177164,39064,NA,7949,326687501,3,2,2,4,1,1,2,3,2,3,1,67.13,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-08-24,NA,84137347,5732271,2020774,177617,38806,NA,7854,326687501,3,2,2,4,1,1,2,3,2,3,1,67.13,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-08-25,NA,85016797,5772465,2053699,178832,38831,NA,7854,326687501,3,2,2,4,1,1,2,3,2,3,1,67.13,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-08-26,NA,86006220,5817972,2084465,180059,38515,NA,7742,326687501,3,2,2,4,1,1,2,3,2,3,1,67.13,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-08-27,NA,86998981,5863269,2101326,181159,37498,NA,7712,326687501,3,2,2,4,1,1,2,3,2,3,1,67.13,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-08-28,NA,87957183,5910346,2118367,182123,37356,NA,7564,326687501,3,2,2,4,1,1,2,3,2,3,1,67.13,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-08-29,NA,88735888,5953316,2140614,183021,36516,NA,7413,326687501,3,2,2,4,1,1,2,3,2,3,1,67.13,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-08-30,NA,89343168,5987929,2153939,183464,35801,NA,7268,326687501,3,2,2,4,1,1,2,3,2,3,1,67.13,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-08-31,NA,89991539,6023258,2184825,184003,35453,NA,7047,326687501,3,2,2,4,1,1,2,3,2,3,1,67.13,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-09-01,NA,90873153,6064969,2202663,185053,35338,NA,7084,326687501,3,2,2,4,1,1,2,3,2,3,1,67.13,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-09-02,NA,91865692,6106038,2231757,186098,35660,NA,7091,326687501,3,2,2,4,1,1,2,3,2,3,1,67.13,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-09-03,NA,92870742,6149894,2266957,187156,34753,NA,6923,326687501,3,2,2,4,1,1,2,3,2,3,1,67.13,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-09-04,NA,93905449,6200210,2283454,188116,34177,NA,6922,326687501,3,2,2,4,1,1,2,3,2,3,1,67.13,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-09-05,NA,94698129,6243352,2302187,188890,33626,NA,6766,326687501,3,2,2,4,1,1,2,3,2,3,1,67.13,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-09-06,NA,95252832,6274812,2315995,189303,32497,NA,6700,326687501,3,2,2,4,1,1,2,3,2,3,1,67.13,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-09-07,NA,95656817,6298337,2333551,189589,32116,NA,6630,326687501,3,2,2,4,1,1,2,3,2,3,1,67.13,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-09-08,NA,96298484,6325681,2359111,190043,32339,NA,6543,326687501,3,2,2,4,1,1,2,3,2,3,1,67.13,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-09-09,NA,97220542,6359446,2387479,191200,32653,NA,6659,326687501,3,2,2,4,1,1,2,3,2,3,1,67.13,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-09-10,NA,98276735,6395602,2403511,192116,32521,NA,6522,326687501,3,2,2,4,1,1,2,3,2,3,1,67.13,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-09-11,NA,99345174,6443198,2417878,193312,31530,NA,6376,326687501,3,2,2,4,1,1,2,3,2,3,1,67.13,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-09-12,NA,100189179,6484318,2434658,194031,30758,NA,6451,326687501,3,2,2,3,1,1,2,3,2,3,1,62.5,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-09-13,NA,100803779,6518685,2451406,194427,29921,NA,6233,326687501,3,2,2,3,1,1,2,3,2,3,1,62.5,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-09-14,NA,101493765,6552844,2474570,194841,30071,NA,6249,326687501,3,2,2,3,1,1,2,3,2,3,1,62.5,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-09-15,NA,102455906,6592244,2495127,196127,30427,NA,6308,326687501,3,2,2,3,1,1,2,3,2,3,1,62.5,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-09-16,NA,103566682,6630740,2525573,197110,30345,NA,6303,326687501,3,2,2,3,1,1,2,3,2,3,1,62.5,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-09-17,NA,104685922,6675875,2540334,197974,30035,NA,6285,326687501,3,2,2,3,1,1,2,3,2,3,1,62.5,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-09-18,NA,105877233,6725049,2556465,198892,29651,NA,6175,326687501,3,2,2,3,1,1,2,3,2,3,1,62.5,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-09-19,NA,106785292,6767272,2577446,199605,29185,NA,6163,326687501,3,2,2,3,1,1,2,3,2,3,1,62.5,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-09-20,NA,107393052,6805666,2590671,199855,28724,NA,6100,326687501,3,2,2,3,1,1,2,3,2,3,1,62.5,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-09-21,NA,108118809,6857454,2615949,200282,28849,NA,6138,326687501,3,2,2,3,1,1,2,3,2,3,1,62.5,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-09-22,NA,109111300,6897006,2646959,201298,29645,NA,6188,326687501,3,2,2,3,1,1,2,3,2,3,1,62.5,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-09-23,NA,110273254,6935883,2670256,202379,30015,NA,6200,326687501,3,2,2,3,1,1,2,3,2,3,1,62.5,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-09-24,NA,111435892,6982669,2710183,203303,30159,NA,6274,326687501,3,2,2,3,1,1,2,3,2,3,1,62.5,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-09-25,NA,112530022,7030827,2727335,204231,29888,NA,6220,326687501,3,2,2,3,1,1,2,3,2,3,1,62.5,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-09-26,NA,113437068,7075478,2750459,204986,29670,NA,6143,326687501,3,2,2,3,1,1,2,3,2,3,1,62.5,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-09-27,NA,114018776,7113140,2766280,205277,29579,NA,6170,326687501,3,2,2,3,1,1,2,3,2,3,1,62.5,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-09-28,NA,114664356,7146213,2794608,205612,29696,NA,6048,326687501,3,2,2,3,1,1,2,3,2,3,1,62.5,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-09-29,NA,115624950,7189259,2813305,206490,30601,NA,6172,326687501,3,2,2,3,1,1,2,3,2,3,1,62.5,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-09-30,NA,116803852,7228526,2840688,207436,31021,NA,6241,326687501,3,2,2,3,1,1,2,3,2,3,1,62.5,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-10-01,NA,117987173,7274067,2860650,208289,30942,NA,6262,326687501,3,2,2,3,1,1,2,3,2,3,1,62.5,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-10-02,NA,119143594,7328822,2873369,209216,30880,NA,6195,326687501,3,2,2,3,1,1,2,3,2,3,1,62.5,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-10-03,NA,120093826,7377524,2897322,209903,30209,NA,6073,326687501,3,2,2,3,1,1,2,3,2,3,1,62.5,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-10-04,NA,120725284,7413454,2911699,210260,30063,NA,6056,326687501,3,2,2,3,1,1,2,3,2,3,1,62.5,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-10-05,NA,121512282,7452759,2935142,210722,31426,NA,6292,326687501,3,2,2,3,1,1,2,3,2,3,1,62.5,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-10-06,NA,122710819,7497679,2952390,211424,32726,NA,6490,326687501,3,2,2,3,1,1,2,3,2,3,1,62.5,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-10-07,NA,124079450,7548496,2999895,212338,33565,NA,6591,326687501,3,2,2,3,1,1,2,3,2,3,1,62.5,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-10-08,NA,125463271,7606852,3021252,213306,34446,NA,6694,326687501,3,2,2,3,1,1,2,3,2,3,1,62.5,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-10-09,NA,126815001,7663065,3039089,214264,34974,NA,6775,326687501,3,2,2,3,1,1,2,3,2,3,1,62.5,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-10-10,NA,127885277,7718042,3062983,214899,34700,NA,6752,326687501,3,2,2,3,1,1,2,3,2,3,1,62.5,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-10-11,NA,128617547,7764068,3075077,215328,34609,NA,6749,326687501,3,2,2,3,1,1,2,3,2,3,1,62.5,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-10-12,NA,129401856,7805771,3106728,215680,35148,NA,6860,326687501,3,2,2,3,1,1,2,3,2,3,1,62.5,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-10-13,NA,130431895,7857769,3124593,216466,36171,NA,7104,326687501,3,2,2,3,1,2,2,3,2,3,1,66.2,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-10-14,NA,131624092,7917339,3155794,217461,37184,NA,7236,326687501,3,2,2,3,1,2,2,3,2,3,1,66.2,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-10-15,NA,132871210,7982002,3177397,218274,37423,NA,7303,326687501,3,2,2,3,1,2,2,3,2,3,1,66.2,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-10-16,NA,134155935,8050927,3197539,219177,37479,NA,7333,326687501,3,2,2,3,1,2,2,3,2,3,1,66.2,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-10-17,NA,135235678,8107514,3220573,219931,37474,NA,7466,326687501,3,2,2,3,1,2,2,3,2,3,1,66.2,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-10-18,NA,135985282,8156897,3234138,220377,36536,NA,7383,326687501,3,2,2,3,1,2,2,3,2,3,1,66.2,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-10-19,NA,136825018,8224529,3272603,220840,37976,NA,8063,326687501,3,2,2,3,1,2,2,3,2,3,1,66.2,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-10-20,NA,138053650,8286333,3295148,221758,39391,NA,8206,326687501,3,2,2,3,1,2,2,3,2,3,1,66.2,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-10-21,NA,139477588,8349392,3323354,222920,40397,NA,8291,326687501,3,2,2,3,1,2,2,3,2,3,1,66.2,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-10-22,NA,140957492,8425524,3353056,223789,41114,NA,8180,326687501,3,2,2,3,1,2,2,3,2,3,1,66.2,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-10-23,NA,142384008,8507125,3375427,224741,41614,NA,8342,326687501,3,2,2,3,1,2,2,3,2,3,1,66.2,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-10-24,NA,143517732,8589978,3406656,225683,42087,NA,8675,326687501,3,2,2,3,1,2,2,3,2,3,1,66.2,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-10-25,NA,144287983,8652142,3422878,226076,41883,NA,8590,326687501,3,2,2,3,1,2,2,3,2,3,1,66.2,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-10-26,NA,145208825,8719288,3460455,226568,42988,NA,8946,326687501,3,2,2,3,1,1,2,3,2,3,1,62.5,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-10-27,NA,146501063,8795853,3487666,227531,44391,NA,8985,326687501,3,2,2,3,1,1,2,3,2,3,1,62.5,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-10-28,NA,147932338,8874912,3518140,228541,45214,NA,9133,326687501,3,2,2,3,1,1,2,3,2,3,1,62.5,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-10-29,NA,149359123,8965601,3554336,229508,46191,NA,9320,326687501,3,2,2,3,1,1,2,3,2,3,1,62.5,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-10-30,NA,150831836,9064594,3578452,230539,46880,NA,9550,326687501,3,2,2,3,1,1,2,3,2,3,1,62.5,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-10-31,NA,152022075,9154267,3612478,231431,47486,NA,9613,326687501,3,2,2,3,1,1,2,3,2,3,1,62.5,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-11-01,NA,152897264,9259021,3630579,231862,47615,NA,9665,326687501,3,2,2,3,1,1,2,3,2,3,1,62.5,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-11-02,NA,153879413,9343909,3674981,232408,48750,NA,9957,326687501,3,2,2,3,1,1,2,3,2,3,1,62.5,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-11-03,NA,155200025,9470630,3705130,233969,50509,NA,10538,326687501,3,2,2,3,1,1,2,3,2,3,1,62.5,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-11-04,NA,156769767,9574753,3743527,235063,52166,NA,10892,326687501,3,2,2,3,1,1,2,3,2,3,1,62.5,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-11-05,NA,158400956,9703539,3781751,236203,53380,NA,11050,326687501,3,2,2,3,1,1,2,3,2,3,1,62.5,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-11-06,NA,160017418,9831108,3810791,237392,55005,NA,11213,326687501,3,2,2,3,1,1,2,3,2,3,1,62.5,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-11-07,NA,161425682,9958367,3851465,238402,56037,NA,11215,326687501,3,2,2,3,1,1,2,3,2,3,1,62.5,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-11-08,NA,162403809,10073695,3881491,238897,56942,NA,11223,326687501,3,2,2,3,1,1,2,3,2,3,1,62.5,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-11-09,NA,163582246,10193818,3928845,239601,59342,NA,11636,326687501,3,2,2,3,1,1,2,3,2,3,1,65.28,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-11-10,NA,165057628,10333769,3961873,240978,62119,NA,12057,326687501,3,2,2,3,1,1,2,3,2,3,1,65.28,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-11-11,NA,166767440,10479818,3997175,242398,65549,NA,12626,326687501,3,2,2,3,1,1,2,3,2,3,1,65.28,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-11-12,NA,168552628,10643792,4051256,243574,67236,NA,12917,326687501,3,2,2,3,1,1,2,3,2,3,1,65.28,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-11-13,NA,170395079,10823622,4095146,244750,68585,NA,13280,326687501,3,2,2,3,1,1,2,3,2,3,1,65.28,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-11-14,NA,171959446,10991513,4148444,246012,69588,NA,13491,326687501,3,2,2,3,1,1,2,3,2,3,1,65.28,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-11-15,NA,173129293,11127843,4174884,246659,70202,NA,13849,326687501,3,2,2,3,1,1,2,3,2,3,1,65.28,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-11-16,NA,174564376,11289623,4244811,247408,73320,NA,14471,326687501,3,3,2,4,1,2,2,3,2,3,1,75.46,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-11-17,NA,176390639,11452204,4293640,249089,77047,NA,15009,326687501,3,3,2,4,1,2,2,3,2,3,1,75.46,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-11-18,NA,178415525,11624536,4350789,250967,79478,NA,15557,326687501,3,3,2,4,1,2,2,3,2,3,1,75.46,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-11-19,NA,180413590,11814862,4410709,252942,80669,NA,15759,326687501,3,3,2,4,1,2,2,3,2,3,1,75.46,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-11-20,NA,182481334,12012766,4457930,254827,82318,NA,16146,326687501,3,3,2,4,1,2,2,3,2,3,1,75.46,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-11-21,NA,184268343,12191958,4529700,256307,83346,NA,16264,326687501,3,3,2,4,1,2,2,3,2,3,1,75.46,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-11-22,NA,185652845,12338526,4526513,257190,83882,NA,16411,326687501,3,3,2,4,1,2,2,3,2,3,1,75.46,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-11-23,NA,187274386,12512451,4633600,258140,85945,NA,17060,326687501,3,3,2,4,1,2,2,3,2,3,1,75.46,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-11-24,NA,189158109,12686643,4696664,260255,88132,NA,17317,326687501,3,3,2,4,1,2,2,3,2,3,1,75.46,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-11-25,NA,191294334,12868889,4835956,262534,90043,NA,17738,326687501,3,3,2,4,1,2,2,3,2,3,1,75.46,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-11-26,NA,192758013,12981613,4871203,263768,90564,NA,18019,326687501,3,3,2,4,1,2,2,3,2,3,1,75.46,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-11-27,NA,194218789,13188927,4947446,265196,89913,NA,18056,326687501,3,3,2,4,1,2,2,3,2,3,1,75.46,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-11-28,NA,195518067,13344793,5023063,266428,91762,NA,18249,326687501,3,3,2,4,1,2,2,3,2,3,1,75.46,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-11-29,NA,196649554,13484991,5065030,267270,93357,NA,18437,326687501,3,3,2,4,1,2,2,3,2,3,1,75.46,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
"USA",2020-11-30,NA,198069720,13643626,5146319,268469,96134,NA,18807,326687501,3,3,2,4,1,2,2,3,2,3,1,75.46,"USA","US",840,"USN",1,"United States",NA,NA,38,-97,NA,"United States","US"
